編號,案類,發生(現)日期,發生時段,地點,icon
88,住宅竊盜,1040223,10~12,台北市南港區中南里中南街74巷31-60號,ylw_stars
89,住宅竊盜,1040223,13~15,台北市信義區大仁里福德街84巷1弄1-30號,ylw_stars
90,住宅竊盜,1040223,19~21,台北市士林區蘭雅里德行東路31-60號,ylw_stars
91,住宅竊盜,1040223,22~24,台北市士林區義信里大南路61-90號,ylw_stars
92,住宅竊盜,1040224,10~12,台北市萬華區萬大路493巷48弄1-30號,ylw_stars
93,住宅竊盜,1040224,16~18,台北市北投區中心里8鄰泉源路31-60號,ylw_stars
94,住宅竊盜,1040224,19~21,台北市內湖區西湖里26鄰內湖路一段285巷65弄61-90號,ylw_stars
95,住宅竊盜,1040225,04~06,台北市中正區黎明里南陽街1-30號,ylw_stars
96,住宅竊盜,1040225,07~09,台北市士林區聖山里忠誠路一段147巷1-30號,ylw_stars
97,住宅竊盜,1040226,01~03,台北市大安區義安里敦化南路二段63巷31-60號,ylw_stars
98,住宅竊盜,1040226,13~15,台北市中正區幸市里臨沂街33巷1-30號,ylw_stars
99,住宅竊盜,1040226,19~21,台北市內湖區西湖里內湖路一段323巷14弄1-30號,ylw_stars
100,住宅竊盜,1040227,01~03,台北市萬華區西園路二段151-180號,ylw_stars
101,住宅竊盜,1040227,10~12,台北市北投區中央里大興街24巷7弄1-30號,ylw_stars
102,住宅竊盜,1040227,22~24,台北市萬華區西寧南路206巷1-30號,ylw_stars
103,住宅竊盜,1040228,19~21,台北市萬華區東園街73巷61-90號,ylw_stars
104,住宅竊盜,1040304,01~03,台北市北投區福興里自強街5巷61-90號,ylw_stars
105,住宅竊盜,1040304,16~18,台北市內湖區湖興里成功路二段312巷31-60號,ylw_stars
106,住宅竊盜,1040304,16~18,台北市士林區社新里延平北路六段273巷1-30號,ylw_stars
107,住宅竊盜,1040305,04~06,台北市北投區吉慶里11鄰致遠二路1-30號,ylw_stars
108,住宅竊盜,1040305,13~15,台北市內湖區葫洲里2鄰民權東路六段280巷25弄1-30號,ylw_stars
109,住宅竊盜,1040306,01~03,台北市內湖區大湖里大湖山莊街121-150號,ylw_stars
110,住宅竊盜,1040306,19~21,台北市大安區建安里忠孝東路四段181巷40弄1-30號,ylw_stars
111,住宅竊盜,1040307,04~06,台北市北投區大同里大業路481-510號,ylw_stars
112,住宅竊盜,1040308,16~18,台北市萬華區內江街151-180號,ylw_stars
113,住宅竊盜,1040308,22~24,台北市萬華區中華路二段416巷1-30號,ylw_stars
114,住宅竊盜,1040310,10~12,台北市萬華區昆明街211-240號,ylw_stars
115,住宅竊盜,1040310,10~12,台北市萬華區昆明街211-240號,ylw_stars
116,住宅竊盜,1040310,22~24,台北市士林區天母里中山北路七段219巷1-30號,ylw_stars
117,住宅竊盜,1040310,22~24,台北市松山區八德路四段106巷10弄1-30號,ylw_stars
118,住宅竊盜,1040312,01~03,台北市中正區水源里羅斯福路四段61-90號,ylw_stars
119,住宅竊盜,1040312,10~12,台北市大同區至聖里大龍街259巷10弄1-30號,ylw_stars
120,住宅竊盜,1040312,16~18,台北市大安區古莊里浦城街13巷1-30號,ylw_stars
121,住宅竊盜,1040313,01~03,台北市北投區中庸里10鄰大同街181-210號,ylw_stars
122,住宅竊盜,1040314,01~03,台北市文山區試院里和興路91-120號,ylw_stars
123,住宅竊盜,1040315,01~03,台北市萬華區長泰街271-300號,ylw_stars
124,住宅竊盜,1040316,07~09,台北市中正區螢雪里水源路151-180號,ylw_stars
125,住宅竊盜,1040316,07~09,台北市大安區和平東路一段1-30號,ylw_stars
126,住宅竊盜,1040317,01~03,台北市北投區榮華里17鄰明德路118巷1-30號,ylw_stars
127,住宅竊盜,1040317,10~12,台北市南港區萬福里同德路50巷1-30號,ylw_stars
128,住宅竊盜,1040319,10~12,台北市文山區萬和里溪洲街61-90號,ylw_stars
129,住宅竊盜,1040319,22~24,台北市北投區永和里同德街44巷1-30號,ylw_stars
130,住宅竊盜,1040320,10~12,台北市萬華區糖?里大理街160巷26弄1-30號,ylw_stars
131,住宅竊盜,1040320,19~21,台北市萬華區漢口街二段61-90號,ylw_stars
132,住宅竊盜,1040324,07~09,台北市松山區民權東路三段153巷3弄1-30號,ylw_stars
133,住宅竊盜,1040325,13-15,台北市大安區龍門里10鄰和平東路2段18巷13弄1-30號,ylw_stars
134,住宅竊盜,1040326,16~18,台北市文山區興福里1鄰興隆路一段260巷1-30號,ylw_stars
135,住宅竊盜,1040327,16~18,台北市文山區萬隆里羅斯福路五段241-270號,ylw_stars
136,住宅竊盜,1040327,19~21,台北市信義區黎平里和平東路三段207巷6弄1-30號,ylw_stars
137,住宅竊盜,1040328,19~21,台北市中山區天祥路60巷1-30號,ylw_stars
138,住宅竊盜,1040329,07~09,台北市松山區南京東路五段31-60號,ylw_stars
139,住宅竊盜,1040329,10~12,台北市士林區社園里021鄰社中街298巷4弄1-30號,ylw_stars
140,住宅竊盜,1040329,16~18,台北市松山區民生東路三段113巷25弄31-60號,ylw_stars
141,住宅竊盜,1040330,07~09,台北市中山區松江路331-360號,ylw_stars
142,住宅竊盜,1040330,10~12,台北市士林區平等里平菁街105巷1-30號,ylw_stars
143,住宅竊盜,1040331,07~09,台北市內湖區金瑞里金龍路1-30號,ylw_stars
144,住宅竊盜,1040331,22~24,台北市萬華區萬大路493巷28弄1-30號,ylw_stars
145,住宅竊盜,1040401,13~15,台北市士林區天壽里5鄰天母西路22巷1-30號,ylw_stars
146,住宅竊盜,1040404,13~15,台北市文山區木新里指南路一段31-60號,ylw_stars
147,住宅竊盜,1040405,10~12,台北市文山區指南里指南路三段22巷1-30號,ylw_stars
148,住宅竊盜,1040405,19~21,台北市松山區光復北路31-60號,ylw_stars
149,住宅竊盜,1040405,22~24,台北市內湖區港富里麗山街328巷1-30號,ylw_stars
150,住宅竊盜,1040405,22~24,台北市大同區南芳里延平北路二段241-270號,ylw_stars
151,住宅竊盜,1040407,01~03,台北市萬華區雅江街31-60號,ylw_stars
152,住宅竊盜,1040407,10~12,台北市中山區大直街84巷1-30號,ylw_stars
153,住宅竊盜,1040407,10~12,台北市內湖區紫陽里文德路22巷59弄1-30號,ylw_stars
154,住宅竊盜,1040408,10~12,台北市中正區螢雪里重慶南路三段74巷1-30號,ylw_stars
155,住宅竊盜,1040408,16~18,台北市內湖區寶湖里成功路二段301-330號,ylw_stars
156,住宅竊盜,1040409,10~12,台北市中山區農安街1-30號,ylw_stars
157,住宅竊盜,1040410,07~09,台北市北投區吉利里23鄰吉利街320巷1弄1-30號,ylw_stars
158,住宅竊盜,1040410,16~18,台北市萬華區忠德里4鄰寶興街91-120號,ylw_stars
159,住宅竊盜,1040410,19~21,台北市松山區民生東路五段181-210號,ylw_stars
160,住宅竊盜,1040413,13~15,台北市萬華區貴陽街二段151-180號,ylw_stars
161,住宅竊盜,1040415,07~09,台北市松山區民生東路四段55巷1-30號,ylw_stars
162,住宅竊盜,1040415,16~18,台北市萬華區西園路二段261巷31-60號,ylw_stars
163,住宅竊盜,1040415,22~24,台北市萬華區富民里4鄰貴陽街二段151-180號,ylw_stars
164,住宅竊盜,1040416,04~06,台北市文山區萬和里1鄰溪州街137巷61-90號,ylw_stars
165,住宅竊盜,1040416,07~09,台北市士林區三玉里忠誠路二段41巷1-30號,ylw_stars
166,住宅竊盜,1040416,10~12,台北市中山區中山北路二段93巷1-30號,ylw_stars
167,住宅竊盜,1040416,13~15,台北市內湖區康樂街61巷12弄1-30號,ylw_stars
168,住宅竊盜,1040416,13~15,台北市北投區永欣里石牌路二段181-210號,ylw_stars
169,住宅竊盜,1040416,19~21,台北市南港區舊莊里舊莊街一段145巷6弄1-30號,ylw_stars
170,住宅竊盜,1040417,16~18,台北市北投區奇岩里奇岩路31-60號,ylw_stars
171,住宅竊盜,1040417,16~18,台北市中山區建國北路三段22巷1-30號,ylw_stars
172,住宅竊盜,1040419,13~15,台北市北投區榮華里榮華一路15巷1-30號,ylw_stars
173,住宅竊盜,1040420,16~18,台北市內湖區瑞光里瑞光路235巷1-30號,ylw_stars
174,住宅竊盜,1040420,22~24,台北市中山區遼寧街241-270號,ylw_stars
175,住宅竊盜,1040421,19~21,台北市文山區指南里15鄰指南路三段26巷1-30號,ylw_stars
176,住宅竊盜,1040422,19~21,台北市萬華區萬大路493巷12弄1-30號,ylw_stars
177,住宅竊盜,1040423,04~06,台北市內湖區康樂街136巷15弄1-30號,ylw_stars
178,住宅竊盜,1040423,13~15,台北市內湖區樂康里康樂街136巷15弄1-30號,ylw_stars
179,住宅竊盜,1040423,19~21,台北市士林區仁勇里16鄰大東路121-150號,ylw_stars
180,住宅竊盜,1040423,19~21,台北市萬華區環河南路二段250巷3弄1-30號,ylw_stars
181,住宅竊盜,1040424,10~12,台北市內湖區樂康里康樂街72巷17弄121-150號,ylw_stars
182,住宅竊盜,1040425,04~06,台北市文山區興業里23鄰辛亥路五段124巷1-30號,ylw_stars
183,住宅竊盜,1040425,22~24,台北市大同區揚雅里民族西路121-150號,ylw_stars
184,住宅竊盜,1040426,04~06,台北市北投區智仁里21鄰中和街525巷10弄1-30號,ylw_stars
185,住宅竊盜,1040427,07~09,台北市中山區大直街62巷5弄1-30號,ylw_stars
186,住宅竊盜,1040427,07~09,台北市內湖區湖興里20鄰成功路二段250巷31-60號,ylw_stars
187,住宅竊盜,1040427,13~15,台北市中山區大直街62巷5弄1-30號,ylw_stars
188,住宅竊盜,1040427,16~18,台北市萬華區德昌街132巷1-30號,ylw_stars
189,住宅竊盜,1040427,22~24,台北市內湖區港都里港華街85巷1-30號,ylw_stars
190,住宅竊盜,1040429,13~15,台北市中山區敬業三路162巷121-150號,ylw_stars
191,住宅竊盜,1040429,13~15,台北市中山區敬業三路162巷31-60號,ylw_stars
192,住宅竊盜,1040430,19~21,台北市內湖區樂康里康樂街136巷18弄31-60號,ylw_stars
193,住宅竊盜,1040501,16~18,台北市中山區吉林路379巷1-30號,ylw_stars
194,住宅竊盜,1040501,22~24,台北市信義區忠孝東路,ylw_stars
195,住宅竊盜,1040503,19~21,台北市松山區寶清街104巷1-30號,ylw_stars
196,住宅竊盜,1040504,10~12,台北市中山區長安東路一段31-60號,ylw_stars
197,住宅竊盜,1040504,19~21,台北市內湖區西湖里內湖路一段323巷1-30號,ylw_stars
198,住宅竊盜,1040505,16~18,台北市士林區菁山里永公路511-540號,ylw_stars
199,住宅竊盜,1040506,19~21,台北市文山區試院里29鄰木柵路一段1-30號,ylw_stars
